date,Year,Month,Day,Site,km,Vol,m3km,ws,wd,SeaTemp
7/8/2019,2019,8,7,B,1,64,64,4.02,96.06,31.64
8/8/2019,2019,8,8,B,1,51,51,4.94,90.41,31.75
9/8/2019,2019,8,9,B,1,53,53,5.52,134.49,31.62
10/8/2019,2019,8,10,B,1,57,57,4.59,117.14,31.49
11/8/2019,2019,8,11,B,1,118,118,4.6,87.25,32.4
12/8/2019,2019,8,12,B,1,0,0,3.98,94.57,32.43
13/08/2019,2019,8,13,B,1,36,36,4.51,97.53,32.37
14/08/2019,2019,8,14,B,1,45,45,4.34,120.9,32.33
15/08/2019,2019,8,15,B,1,36,36,4.65,148.92,31.53
16/08/2019,2019,8,16,B,1,36,36,4.78,130.96,30.91
17/08/2019,2019,8,17,B,1,87,87,7.41,144.15,30.4
18/08/2019,2019,8,18,B,1,93,93,6.37,111.46,30.06
19/08/2019,2019,8,19,B,1,0,0,5.14,102.72,30.28
20/08/2019,2019,8,20,B,1,93,93,5.06,131.28,30.02
21/08/2019,2019,8,21,B,1,90,90,6.47,110.82,29.42
22/08/2019,2019,8,22,B,1,98,98,5.27,122.65,30.18
23/08/2019,2019,8,23,B,1,34,34,4.05,124.38,30.74
24/08/2019,2019,8,24,B,1,32,32,3.63,126.16,31.22
25/08/2019,2019,8,25,B,1,33,33,4.16,146.94,31.15
26/08/2019,2019,8,26,B,1,0,0,5.93,146.21,30.69
27/08/2019,2019,8,27,B,1,37,37,5.22,135.22,30.62
28/08/2019,2019,8,28,B,1,61,61,4.07,110.87,30.63
29/08/2019,2019,8,29,B,1,65,65,3.29,192.23,30.7
30/08/2019,2019,8,30,B,1,46,45.5,2.74,219.84,30.63
31/08/2019,2019,8,31,B,1,0,0,2.3,256.35,30.52
1/9/2019,2019,9,1,B,1,35,0,3.27,230.32,30.05
2/9/2019,2019,9,2,B,1,25,0,4.75,188,29.41
3/9/2019,2019,9,3,B,1,25,0,4.33,183.21,30.09
4/9/2019,2019,9,4,B,1,20,0,4.65,160.32,30.39
5/9/2019,2019,9,5,B,1,20,0,3.85,125.09,30.99
6/9/2019,2019,9,6,B,1,25,0,2.7,172.52,31.38
7/9/2019,2019,9,7,B,1,29,0,3.36,177.53,31.29
8/9/2019,2019,9,8,B,1,26,0,4.15,158.94,31.49
9/9/2019,2019,9,9,B,1,49,0,5.41,85.26,31.59
10/9/2019,2019,9,10,B,1,78,0,4.51,91.75,31.48
11/9/2019,2019,9,11,B,1,53,0,7.36,70.64,31.02
12/9/2019,2019,9,12,B,1,61,0,6.05,71.94,30.6
13/09/2019,2019,9,13,B,1,36,0,2.43,270.55,29.82
14/09/2019,2019,9,14,B,1,42,0,3.24,219.08,30.27
15/09/2019,2019,9,15,B,1,15,0,4.57,169.83,30.7
16/09/2019,2019,9,16,B,1,25,0,4.31,116.54,31.01
17/09/2019,2019,9,17,B,1,66,0,4.51,85.09,31.38
18/09/2019,2019,9,18,B,1,36,0,5.49,121.51,31.48
19/09/2019,2019,9,19,B,1,42,0,6.97,67.25,30.91
20/09/2019,2019,9,20,B,1,15,0,7.15,60.5,30.42
21/09/2019,2019,9,21,B,1,64,0,4.82,106.14,30.27
22/09/2019,2019,9,22,B,1,32,0,4.29,86.78,30.21
23/09/2019,2019,9,23,B,1,26,0,3.24,199.79,30.56
24/09/2019,2019,9,24,B,1,42,0,3.09,154.12,31.15
25/09/2019,2019,9,25,B,1,15,0,4.15,112.53,30.75
26/09/2019,2019,9,26,B,1,38,0,4.7,123.15,30.98
27/09/2019,2019,9,27,B,1,15,0,4.92,109.95,30.93
28/09/2019,2019,9,28,B,1,53,0,5.92,122.97,30.53
29/09/2019,2019,9,29,B,1,0,0,5.73,99.97,30.92
30/09/2019,2019,9,30,B,1,26,0,7.69,60.44,30.7
1/10/2019,2019,10,1,B,1,0,0,7.83,64.46,29.5
2/10/2019,2019,10,2,B,1,0,0,5.98,67.55,29.66
3/10/2019,2019,10,3,B,1,0,0,2.24,237.76,29.9
4/10/2019,2019,10,4,B,1,0,0,2.34,225.58,30.26
5/10/2019,2019,10,5,B,1,0,0,1.8,224.67,30.36
6/10/2019,2019,10,6,B,1,0,0,2.59,205.29,30.03
7/10/2019,2019,10,7,B,1,0,0,2.28,239.55,29.94
8/10/2019,2019,10,8,B,1,0,0,2.3,191.57,29.32
9/10/2019,2019,10,9,B,1,0,0,3.59,126.45,29.54
10/10/2019,2019,10,10,B,1,0,0,3.68,150.18,30.05
11/10/2019,2019,10,11,B,1,0,0,5.47,69.58,30.13
12/10/2019,2019,10,12,B,1,0,0,4.84,101.12,30.21
13/10/2019,2019,10,13,B,1,0,0,5.27,89.94,30.24
14/10/2019,2019,10,14,B,1,0,0,6.45,84.27,30.06
15/10/2019,2019,10,15,B,1,0,0,8.26,123.68,29.87
16/10/2019,2019,10,16,B,1,0,0,6.96,148.7,29.94
17/10/2019,2019,10,17,B,1,0,0,6.75,155.7,29.75
18/10/2019,2019,10,18,B,1,0,0,8.75,181.31,29.56
19/10/2019,2019,10,19,B,1,0,0,7.26,186.84,29.66
20/10/2019,2019,10,20,B,1,0,0,6.46,160.11,29.85
21/10/2019,2019,10,21,B,1,0,0,6.64,145.16,29.89
22/10/2019,2019,10,22,B,1,0,0,4.37,119.3,29.18
23/10/2019,2019,10,23,B,1,0,0,5.38,130.49,28.6
24/10/2019,2019,10,24,B,1,0,0,7.5,111.02,28.88
25/10/2019,2019,10,25,B,1,0,0,6.05,135.6,29.2
26/10/2019,2019,10,26,B,1,0,0,4.26,179.82,29.55
27/10/2019,2019,10,27,B,1,0,0,2.93,170.01,29.66
28/10/2019,2019,10,28,B,1,0,0,3.65,181.82,29.65
29/10/2019,2019,10,29,B,1,0,0,5.06,119,29.8
30/10/2019,2019,10,30,B,1,0,0,5.48,111.49,29.65
31/10/2019,2019,10,31,B,1,0,0,3.82,141.51,29.8
1/11/2019,2019,11,1,B,1,0,0,4.22,113.55,29.86
2/11/2019,2019,11,2,B,1,0,0,5.74,82.15,29.75
3/11/2019,2019,11,3,B,1,0,0,5.71,114.92,29.27
4/11/2019,2019,11,4,B,1,0,0,5.32,92.27,28.81
5/11/2019,2019,11,5,B,1,0,0,5.28,89.44,28.98
6/11/2019,2019,11,6,B,1,0,0,7.61,81.38,28.63
7/11/2019,2019,11,7,B,1,0,0,6.57,78.52,28.54
8/11/2019,2019,11,8,B,1,0,0,3.71,175.94,29
9/11/2019,2019,11,9,B,1,0,0,4.06,175.21,28.79
10/11/2019,2019,11,10,B,1,0,0,6.29,152.86,28.53
11/11/2019,2019,11,11,B,1,0,0,5.3,117.8,28.43
12/11/2019,2019,11,12,B,1,0,0,2.56,194.24,28.82
13/11/2019,2019,11,13,B,1,0,0,4.66,140.37,28.75
14/11/2019,2019,11,14,B,1,0,0,5.04,122.35,28.07
15/11/2019,2019,11,15,B,1,0,0,2.74,270.43,28.24
16/11/2019,2019,11,16,B,1,0,0,3.05,256.14,27.62
17/11/2019,2019,11,17,B,1,0,0,2.44,301.62,27
18/11/2019,2019,11,18,B,1,0,0,1.86,252.21,26.71
19/11/2019,2019,11,19,B,1,0,0,3.1,216.95,26.68
20/11/2019,2019,11,20,B,1,0,0,6.41,163.18,26.52
21/11/2019,2019,11,21,B,1,0,0,7.02,84.24,26.25
22/11/2019,2019,11,22,B,1,0,0,5.12,92.45,27.18
23/11/2019,2019,11,23,B,1,0,0,3.29,190.87,28.09
24/11/2019,2019,11,24,B,1,0,0,2.63,237.55,28.4
25/11/2019,2019,11,25,B,1,0,0,2.89,190.42,28.33
26/11/2019,2019,11,26,B,1,0,0,6.46,123.16,27.91
27/11/2019,2019,11,27,B,1,0,0,6.95,100.61,27.98
28/11/2019,2019,11,28,B,1,0,0,7.42,75.39,28.34
29/11/2019,2019,11,29,B,1,0,0,6.08,69.17,27.96
30/11/2019,2019,11,30,B,1,0,0,4.3,107.25,27.84
1/12/2019,2019,12,1,B,1,0,0,4.21,124.01,27.9
2/12/2019,2019,12,2,B,1,0,0,2.61,294.34,27.77
3/12/2019,2019,12,3,B,1,0,0,3.11,234.04,27.18
4/12/2019,2019,12,4,B,1,0,0,2.96,220.63,26.48
5/12/2019,2019,12,5,B,1,0,0,3.93,172.87,26.15
6/12/2019,2019,12,6,B,1,0,0,4.42,160.15,26.14
7/12/2019,2019,12,7,B,1,0,0,3.52,224.29,26.21
8/12/2019,2019,12,8,B,1,0,0,3.53,154.5,26.49
9/12/2019,2019,12,9,B,1,0,0,5.76,102.03,26.48
10/12/2019,2019,12,10,B,1,0,0,6.41,126.91,27.21
11/12/2019,2019,12,11,B,1,0,0,5.73,83.26,27.75
12/12/2019,2019,12,12,B,1,0,0,5.62,76.3,27.65
13/12/2019,2019,12,13,B,1,0,0,4.22,148.78,28.03
14/12/2019,2019,12,14,B,1,0,0,2.68,206.46,28.11
15/12/2019,2019,12,15,B,1,0,0,4.93,169.29,28.15
16/12/2019,2019,12,16,B,1,0,0,7.84,118.71,27.79
17/12/2019,2019,12,17,B,1,0,0,4.96,150.98,28.08
18/12/2019,2019,12,18,B,1,0,0,3.58,288.6,27.79
19/12/2019,2019,12,19,B,1,0,0,4.62,153.13,26.13
20/12/2019,2019,12,20,B,1,0,0,2.9,300.72,26.27
21/12/2019,2019,12,21,B,1,0,0,2.39,217.98,26.92
22/12/2019,2019,12,22,B,1,0,0,2.25,295.44,27.61
23/12/2019,2019,12,23,B,1,0,0,2.55,314.91,27.08
24/12/2019,2019,12,24,B,1,0,0,2.51,295.02,25.95
25/12/2019,2019,12,25,B,1,0,0,4.05,193.06,27.14
26/12/2019,2019,12,26,B,1,0,0,4.05,193.06,27.14
27/12/2019,2019,12,27,B,1,0,0,4.05,193.06,27.14
28/12/2019,2019,12,28,B,1,0,0,4.05,193.06,27.14
29/12/2019,2019,12,29,B,1,0,0,4.05,193.06,27.14
30/12/2019,2019,12,30,B,1,0,0,4.05,193.06,27.14
31/12/2019,2019,12,31,B,1,0,0,4.05,193.06,27.14
